iter	Logloss
129	0.4304470982
130	0.4300389492
131	0.4297933394
132	0.4296053476
133	0.4294862173
134	0.4291614082
135	0.4290906643
136	0.4289362529
137	0.4289333912
138	0.4287923734
139	0.4285977955
140	0.4285017727
141	0.4283958794
142	0.4281259806
143	0.4279489711
144	0.4277939595
145	0.4276136026
146	0.4273806831
147	0.4270872514
148	0.4269988224
149	0.4267778981
150	0.426664055
151	0.4266627586
152	0.4266615137
153	0.4266325558
154	0.4263892591
155	0.4262842546
156	0.4260053001
157	0.4257495096
158	0.4255630967
159	0.4255623042
160	0.4254105763
161	0.4253542623
162	0.425353609
163	0.4251615095
164	0.4250993538
165	0.4250987917
166	0.4249408876
167	0.4247665179
168	0.4245043294
169	0.4242976136
170	0.4241887224
171	0.4239487693
172	0.4239304332
173	0.4238275061
174	0.4237708195
175	0.4237705328
176	0.4237702575
177	0.4237066766
178	0.4236538626
179	0.4236466267
180	0.4236061894
181	0.4235614899
182	0.4235250304
183	0.4233354532
184	0.4232554355
185	0.4231771503
186	0.4230028267
187	0.422970256
188	0.4227694074
189	0.4226253511
190	0.4226253374
191	0.4225228345
192	0.4223096974
193	0.4221400059
194	0.4219856587
195	0.4218837117
196	0.421883612
197	0.4218835415
198	0.4216412489
199	0.4214842613
200	0.4213454399
201	0.4213360637
202	0.4212480089
203	0.4211592248
204	0.4209200225
205	0.4208898722
206	0.4207244062
207	0.4206664074
208	0.4206191156
209	0.4205631257
210	0.4203332239
211	0.4203123859
212	0.4203123734
213	0.4202217151
214	0.4201602488
215	0.4200426197
216	0.4199974826
217	0.419886762
218	0.4198472494
219	0.4197172995
220	0.4196728468
221	0.4195909192
222	0.4194887158
223	0.419396432
224	0.4193923832
225	0.4193342179
226	0.4192692077
227	0.4191472039
228	0.4191330973
229	0.4191330971
230	0.4189468561
231	0.4188983932
232	0.4188149698
233	0.418808733
234	0.4187654204
235	0.4186630503
236	0.4186282654
237	0.4185569085
238	0.4184425868
239	0.4183391392
240	0.4182182172
241	0.4181472326
242	0.4180069679
243	0.4180069679
244	0.4179584374
245	0.4178237454
246	0.4177510132
247	0.4176591792
248	0.4176546563
249	0.4176150746
250	0.4175706779
251	0.4175706777
252	0.4175387611
253	0.417538761
254	0.4174577852
255	0.4174346179
256	0.417383488
257	0.417341016
258	0.4172060566
259	0.417173394
260	0.4171418208
261	0.4171418199
262	0.4171235135
263	0.4171235131
264	0.4171235021
265	0.4171031436
266	0.4171031431
267	0.4170865421
268	0.4170717619
269	0.4170010284
270	0.4169739625
271	0.4169624314
272	0.4169504979
273	0.4169234762
274	0.4168765188
275	0.4168765172
276	0.4168338074
277	0.4167784748
278	0.4167595785
279	0.4167175852
280	0.4167063175
281	0.4167046341
282	0.4166905693
283	0.4166709415
284	0.4165506515
285	0.416515778
286	0.4164920912
287	0.4164271667
288	0.416368962
289	0.4163557591
290	0.4163557549
291	0.4162985659
292	0.416289672
293	0.4161725003
294	0.4161474893
295	0.4161221254
296	0.4161221253
297	0.4160570983
298	0.4160253355
299	0.4160253352
300	0.4160253349
301	0.4159370034
302	0.4159339065
303	0.4158367443
304	0.415770982
305	0.4157620505
306	0.4157450422
307	0.4156944731
308	0.4156652949
309	0.4156652899
310	0.4156652871
311	0.4156221042
312	0.4156011412
313	0.4156011365
314	0.4156011349
315	0.4155959204
316	0.4155850942
317	0.4155629175
318	0.4155629134
319	0.4155524049
320	0.415538646
321	0.4154922914
322	0.4154922869
323	0.415457353
324	0.4153787139
325	0.4153235387
326	0.4152710789
327	0.4152340182
328	0.4152149164
329	0.4152082817
330	0.415180755
331	0.4151709553
332	0.4150843076
333	0.4150843055
334	0.4150445111
335	0.4150431836
336	0.4150194903
337	0.4150126417
338	0.4150126372
339	0.4150126318
340	0.4150126301
341	0.4149820631
342	0.4148870498
343	0.4147974677
344	0.4147556036
345	0.4147550952
346	0.4146789739
347	0.4146763823
348	0.4145960517
349	0.4145277623
350	0.41443322
351	0.4143918765
352	0.4143629602
353	0.4143085424
354	0.4141874684
355	0.4141132628
356	0.4140940889
357	0.414085112
358	0.4140851105
359	0.4140644528
360	0.4140588776
361	0.4140256624
362	0.4140056384
363	0.4139971992
364	0.4139607192
365	0.4139314646
366	0.4138340165
367	0.4137791515
368	0.4137563844
369	0.4137238467
370	0.4137237266
371	0.4136526732
372	0.4136521372
373	0.4136521369
374	0.4136521349
375	0.4136443789
376	0.4136443758
377	0.4136123927
378	0.4135921753
379	0.4135111674
380	0.4135036709
381	0.4134840139
382	0.4134219273
383	0.4134205255
384	0.4134186545
385	0.4134186495
386	0.4134093565
387	0.4134093518
388	0.413387542
389	0.4133853858
390	0.4133484382
391	0.4133484377
392	0.4133133357
393	0.4132731957
394	0.4132453826
395	0.4132157036
396	0.4131872088
397	0.4131872046
398	0.4131871267
399	0.4131218014
400	0.4131218011
401	0.4130734661
402	0.4130734654
403	0.4130734651
404	0.4130734611
405	0.4130667395
406	0.4130667362
407	0.4130557893
408	0.4130136108
409	0.4129649218
410	0.4129649211
411	0.4129649203
412	0.4129231943
413	0.4129110635
414	0.4129110627
415	0.4128938081
416	0.4128539575
417	0.4127813757
418	0.4127524694
419	0.412725467
420	0.4127102753
421	0.4126222858
422	0.4125596093
423	0.4125339147
424	0.4124676917
425	0.4124655286
426	0.4124655273
427	0.4124453601
428	0.4124054152
429	0.4123716804
430	0.4123469559
431	0.4122963031
432	0.4122938876
433	0.4122809699
434	0.4122568276
435	0.4122130504
436	0.412179123
437	0.412091728
438	0.4120627884
439	0.4120557135
440	0.4119849423
441	0.4119687572
442	0.4119687527
443	0.4119152364
444	0.4118964514
445	0.4118679728
446	0.4118451395
447	0.4118451388
448	0.4117882115
449	0.4117882102
450	0.4117446473
451	0.4116964417
452	0.4116326752
453	0.4116053643
454	0.4115986185
455	0.411476473
456	0.4114622959
457	0.4114505266
458	0.4114501944
459	0.4114231674
460	0.4113821017
461	0.4113105014
462	0.4112757089
463	0.4112191628
464	0.4110896972
465	0.4110896971
466	0.4110632804
467	0.411039643
468	0.4110168774
469	0.4109645709
470	0.4109460332
471	0.4108808299
472	0.410812137
473	0.4107634468
474	0.4107305203
475	0.4106739743
476	0.4106500882
477	0.4106104248
478	0.4105670946
479	0.4104700979
480	0.4104434063
481	0.4103690107
482	0.4103491479
483	0.4103247438
484	0.410291498
485	0.4102663889
486	0.4102272552
487	0.4101529669
488	0.4100418772
489	0.4099950371
490	0.4099094255
491	0.4098520061
492	0.4098109468
493	0.4097780157
494	0.4096973168
495	0.4096224239
496	0.4096125023
497	0.4095400366
498	0.4094853543
499	0.4093984122
500	0.4093579989
501	0.4092840373
502	0.4092315894
503	0.4091605909
504	0.4091406295
505	0.4091150703
506	0.4090144644
507	0.4089956897
508	0.4089799331
509	0.4089323016
510	0.4088928039
511	0.408790792
512	0.4087469787
513	0.4086804874
514	0.4086018309
515	0.4085662684
516	0.4085013446
517	0.4084520818
518	0.4084145769
519	0.4083394896
520	0.4082743469
521	0.4082436486
522	0.4081620472
523	0.4081381693
524	0.4081039181
525	0.4080583098
526	0.4080449073
527	0.407976607
528	0.407857104
529	0.4078146328
530	0.407788014
531	0.4077568203
532	0.4077171414
533	0.4076030838
534	0.407596501
535	0.4075451477
536	0.4075302914
537	0.4074303474
538	0.40734284
539	0.4072838018
540	0.4072036417
541	0.4071521298
542	0.4071305801
543	0.407104592
544	0.4070399785
545	0.4069920121
546	0.4069316961
547	0.4068795533
548	0.4068276151
549	0.4067504964
550	0.4066919081
551	0.4066771298
552	0.4065838298
553	0.406516331
554	0.4064826193
555	0.4063899131
556	0.4063074277
557	0.4062551275
558	0.4062057133
559	0.4061437515
560	0.4060787334
561	0.4060345652
562	0.4059842703
563	0.4059180296
564	0.4058253352
565	0.4057795637
566	0.4057366007
567	0.4056628056
568	0.4056104471
569	0.4055386796
570	0.4054349935
571	0.4053605747
572	0.4053363217
573	0.4052241786
574	0.405165606
575	0.4050993187
576	0.4050701449
577	0.4049898038
578	0.4048916797
579	0.4048207854
580	0.4047056146
581	0.4046062013
582	0.4045627948
583	0.4045106658
584	0.4044705435
585	0.4044182601
586	0.4043537821
587	0.4043233989
588	0.4042354879
589	0.4041851961
590	0.4041401856
591	0.4040250716
592	0.4039483454
593	0.403908069
594	0.4038353764
595	0.4037967115
596	0.4037128538
597	0.4036446747
598	0.4035759522
599	0.4035282601
600	0.4034531732
601	0.4034121912
602	0.4033414856
603	0.4033229186
604	0.4033075204
605	0.4032533513
606	0.403147745
607	0.4030969193
608	0.4030033441
609	0.4029814546
610	0.4029186249
611	0.4028196156
612	0.4027945446
613	0.4027062733
614	0.4026956202
615	0.4026799088
616	0.4026245503
617	0.4025172128
618	0.4024474923
619	0.4023797165
620	0.4023553131
621	0.4023324006
622	0.4022946548
623	0.4022122171
624	0.4021695969
625	0.4021281698
626	0.4020269737
627	0.4020032856
628	0.4019931473
629	0.4018979444
630	0.401842824
631	0.4018118042
632	0.4016968907
633	0.4016127819
634	0.4014963104
635	0.4013894432
636	0.4013500959
637	0.4012945122
638	0.4012577059
639	0.401208832
640	0.4011709217
641	0.4011121026
642	0.4011014037
643	0.4010982927
644	0.4010059405
645	0.4009707497
646	0.4009605222
647	0.4009602934
648	0.4009099575
649	0.400881088
650	0.400771243
651	0.4007090094
652	0.400663174
653	0.4006034967
654	0.4004925183
655	0.4004624258
656	0.4004257881
657	0.4003951463
658	0.4003298091
659	0.4003048529
660	0.4002925088
661	0.4002294705
662	0.4002204831
663	0.4001390232
664	0.4000792519
665	0.4000437143
666	0.4000026837
667	0.3999463745
668	0.399934422
669	0.3998194304
670	0.3997571965
671	0.3996884152
672	0.3996175184
673	0.3995800421
674	0.3995165932
675	0.3994199379
676	0.3993794285
677	0.3993436599
678	0.399279657
679	0.3992676345
680	0.3992022978
681	0.3991271104
682	0.3991155383
683	0.3990743331
684	0.3990101724
685	0.3989851545
686	0.3989121121
687	0.3988576635
688	0.3987835222
689	0.398724198
690	0.3987135054
691	0.3986565592
692	0.3986245272
693	0.3985986895
694	0.3985654855
695	0.3985363037
696	0.3985112678
697	0.3984624081
698	0.3983656183
699	0.3983507244
700	0.3982856885
701	0.3982458344
702	0.3981738687
703	0.3980721548
704	0.398016018
705	0.3979738164
706	0.3979138012
707	0.3978947004
708	0.3978833715
709	0.3978121244
710	0.3977879091
711	0.3977310762
712	0.3977129183
713	0.3976600882
714	0.3976421972
715	0.3975890282
716	0.3975085479
717	0.3974986245
718	0.3974884561
719	0.3974636685
720	0.3974413663
721	0.3973793102
722	0.3972833388
723	0.397200554
724	0.3971876153
725	0.3971201663
726	0.3971102891
727	0.3971058703
728	0.3970732141
729	0.397033548
730	0.3970017679
731	0.3969424987
732	0.3969258022
733	0.3968790323
734	0.3968458901
735	0.3968422057
736	0.3968024344
737	0.3967810499
738	0.3967036378
739	0.3966626058
740	0.3966571182
741	0.3965920074
742	0.3965338367
743	0.3965184886
744	0.3964596812
745	0.3963911287
746	0.3963816093
747	0.3963579647
748	0.3963339686
749	0.3963041421
750	0.3962833144
751	0.3962406361
752	0.3961988515
753	0.396195616
754	0.3961680867
755	0.3961312837
756	0.3960992279
757	0.3960780746
758	0.3960769613
759	0.396042464
760	0.3959561858
761	0.3959547678
762	0.3959035483
763	0.3958890443
764	0.3958246237
765	0.3958223424
766	0.3958213642
767	0.3957689334
768	0.3957412927
769	0.3957376093
770	0.395728262
771	0.3957049502
772	0.3956517957
773	0.395635755
774	0.3956011031
775	0.3955974931
776	0.3955589196
777	0.3955273946
778	0.3955227969
779	0.3954520144
780	0.3954347596
781	0.3954338674
782	0.3953867716
783	0.3953498842
784	0.3952749745
785	0.3952380175
786	0.39519368
787	0.3951392886
788	0.3950106162
789	0.394946877
790	0.3949451045
791	0.3949360658
792	0.3948817487
793	0.3948329927
794	0.3948202344
795	0.3947957127
796	0.3947077315
797	0.3946904052
798	0.3946773508
799	0.3946733553
800	0.3946176867
801	0.3945945468
802	0.3945891815
803	0.3944664335
804	0.3943750544
805	0.3943383072
806	0.3943196495
807	0.3942833864
808	0.3942541533
809	0.3942205033
810	0.3941701089
811	0.3941261295
812	0.3941258345
813	0.3940764694
814	0.3939838721
815	0.3939754534
816	0.3939721874
817	0.3939575704
818	0.3939310753
819	0.3939300247
820	0.3938362726
821	0.3938354321
822	0.3938300785
823	0.3938141311
824	0.3937851857
825	0.3937441612
826	0.3936907908
827	0.3936833982
828	0.3936823935
829	0.3936426348
830	0.3935660964
831	0.3935581829
832	0.3935080018
833	0.3934702217
834	0.3933722036
835	0.3933672402
836	0.3932962101
837	0.3932492396
838	0.3932322261
839	0.393229087
840	0.3932265137
841	0.3932117739
842	0.3931561801
843	0.3930790692
844	0.3930662142
845	0.3930161877
846	0.3930159055
847	0.3929361865
848	0.3928684146
849	0.392863174
850	0.3928548357
851	0.3928338509
852	0.3927684025
853	0.392735547
854	0.3927291073
855	0.3927256923
856	0.3926899064
857	0.3926372535
858	0.3926355056
859	0.3925976115
860	0.3925812942
861	0.3925393567
862	0.3924913256
863	0.3924319081
864	0.3924169781
865	0.3923991222
866	0.3923670744
867	0.3923633445
868	0.3923102669
869	0.3922894265
870	0.3922400846
871	0.3921984301
872	0.3921959538
873	0.3921748648
874	0.3921331663
875	0.3921007338
876	0.3920817738
877	0.3920472872
878	0.3919986494
879	0.391988521
880	0.3919399661
881	0.3919045158
882	0.3918966885
883	0.3918847784
884	0.3918641741
885	0.3918522277
886	0.3918314478
887	0.3918182533
888	0.3917818167
889	0.3917653673
890	0.3917205457
891	0.3917023087
892	0.3916631108
893	0.3916325113
894	0.3916000548
895	0.3915381947
896	0.39151186
897	0.3914381869
898	0.3913822029
899	0.3913123811
